id,concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
2133,2000030147,Intra Cranial Pressure #2,Measurement,MIMIC-IV,Clinical Observation,NA,227989,1970-01-01,2099-12-31,NA
2134,2000030086,Arterial O2 pressure,Measurement,MIMIC-IV,Clinical Observation,NA,220224,1970-01-01,2099-12-31,NA
2135,2000030057,Vti High,Measurement,MIMIC-IV,Clinical Observation,NA,223874,1970-01-01,2099-12-31,NA
2136,2000030042,Braden Nutrition,Measurement,MIMIC-IV,Clinical Observation,NA,224058,1970-01-01,2099-12-31,NA
2137,2000030035,Skin Color,Measurement,MIMIC-IV,Clinical Observation,NA,224028,1970-01-01,2099-12-31,NA
2138,2000030067,Hemoglobin,Measurement,MIMIC-IV,Clinical Observation,NA,220228,1970-01-01,2099-12-31,NA
2139,2000030120,PCA lockout (min),Measurement,MIMIC-IV,Clinical Observation,NA,224329,1970-01-01,2099-12-31,NA
2140,2000030022,Pupil Size Right,Measurement,MIMIC-IV,Clinical Observation,NA,223907,1970-01-01,2099-12-31,NA
2141,2000030114,Arterial O2 Saturation,Measurement,MIMIC-IV,Clinical Observation,NA,220227,1970-01-01,2099-12-31,NA
2142,2000030160,Orthostatic BPd lying,Measurement,MIMIC-IV,Clinical Observation,NA,226092,1970-01-01,2099-12-31,NA
2143,2000030041,Braden Mobility,Measurement,MIMIC-IV,Clinical Observation,NA,224057,1970-01-01,2099-12-31,NA
2144,2000030088,Arterial Base Excess,Measurement,MIMIC-IV,Clinical Observation,NA,224828,1970-01-01,2099-12-31,NA
2145,2000030018,Temperature Fahrenheit,Measurement,MIMIC-IV,Clinical Observation,NA,223761,1970-01-01,2099-12-31,NA
2146,2000030008,Arterial Blood Pressure mean,Measurement,MIMIC-IV,Clinical Observation,NA,220052,1970-01-01,2099-12-31,NA
2147,2000030119,CO2 production,Measurement,MIMIC-IV,Clinical Observation,NA,220245,1970-01-01,2099-12-31,NA
2148,2000030006,Non Invasive Blood Pressure diastolic,Measurement,MIMIC-IV,Clinical Observation,NA,220180,1970-01-01,2099-12-31,NA
2149,2000030127,Stool Guaiac,Measurement,MIMIC-IV,Clinical Observation,NA,224013,1970-01-01,2099-12-31,NA
2150,2000030065,Ventilator Mode,Measurement,MIMIC-IV,Clinical Observation,NA,223849,1970-01-01,2099-12-31,NA
2151,2000030010,Arterial Blood Pressure diastolic,Measurement,MIMIC-IV,Clinical Observation,NA,220051,1970-01-01,2099-12-31,NA
2152,2000030074,Sputum Color,Measurement,MIMIC-IV,Clinical Observation,NA,224370,1970-01-01,2099-12-31,NA
2153,2000030053,O2 Flow,Measurement,MIMIC-IV,Clinical Observation,NA,223834,1970-01-01,2099-12-31,NA
2154,2000030095,Lactic Acid,Measurement,MIMIC-IV,Clinical Observation,NA,225668,1970-01-01,2099-12-31,NA
2155,2000030039,Braden Moisture,Measurement,MIMIC-IV,Clinical Observation,NA,224055,1970-01-01,2099-12-31,NA
2156,2000030112,Admission Weight (lbs.),Measurement,MIMIC-IV,Clinical Observation,NA,226531,1970-01-01,2099-12-31,NA
2157,2000030009,Arterial Blood Pressure systolic,Measurement,MIMIC-IV,Clinical Observation,NA,220050,1970-01-01,2099-12-31,NA
2158,2000030126,Height (cm),Measurement,MIMIC-IV,Clinical Observation,NA,226730,1970-01-01,2099-12-31,NA
2159,2000030157,Manual Blood Pressure Diastolic Right,Measurement,MIMIC-IV,Clinical Observation,NA,227242,1970-01-01,2099-12-31,NA
2160,2000030107,Cardiac Output (CCO),Measurement,MIMIC-IV,Clinical Observation,NA,224842,1970-01-01,2099-12-31,NA
2161,2000030136,Cardiac Index (CI NICOM),Measurement,MIMIC-IV,Clinical Observation,NA,228368,1970-01-01,2099-12-31,NA
2162,2000030140,Stroke Volume Variation (SVV NICOM),Measurement,MIMIC-IV,Clinical Observation,NA,228376,1970-01-01,2099-12-31,NA
2163,2000030026,Richmond-RAS Scale,Measurement,MIMIC-IV,Clinical Observation,NA,228096,1970-01-01,2099-12-31,NA
2164,2000030164,ScvO2 (Presep) SQI,Measurement,MIMIC-IV,Clinical Observation,NA,227806,1970-01-01,2099-12-31,NA
2165,2000030085,Pulmonary Artery Pressure systolic,Measurement,MIMIC-IV,Clinical Observation,NA,220059,1970-01-01,2099-12-31,NA
2166,2000030122,Spont RR,Measurement,MIMIC-IV,Clinical Observation,NA,224422,1970-01-01,2099-12-31,NA
2167,2000030082,PSV Level,Measurement,MIMIC-IV,Clinical Observation,NA,224701,1970-01-01,2099-12-31,NA
2168,2000030025,Pupil Response Left,Measurement,MIMIC-IV,Clinical Observation,NA,227288,1970-01-01,2099-12-31,NA
2169,2000030109,Incision Dressing #1,Measurement,MIMIC-IV,Clinical Observation,NA,224042,1970-01-01,2099-12-31,NA
2170,2000030143,Cerebral Perfusion Pressure Alarm - High,Measurement,MIMIC-IV,Clinical Observation,NA,227716,1970-01-01,2099-12-31,NA
2171,2000030054,Apnea Interval,Measurement,MIMIC-IV,Clinical Observation,NA,223876,1970-01-01,2099-12-31,NA
2172,2000030134,PAR-Oxygen saturation,Measurement,MIMIC-IV,Clinical Observation,NA,228232,1970-01-01,2099-12-31,NA
2173,2000030004,Heart Rhythm,Measurement,MIMIC-IV,Clinical Observation,NA,220048,1970-01-01,2099-12-31,NA
2174,2000030087,Arterial CO2 Pressure,Measurement,MIMIC-IV,Clinical Observation,NA,220235,1970-01-01,2099-12-31,NA
2175,2000030161,Orthostatic BPs standing,Measurement,MIMIC-IV,Clinical Observation,NA,223766,1970-01-01,2099-12-31,NA
2176,2000030166,CO-Tandem Heart Flow,Measurement,MIMIC-IV,Clinical Observation,NA,228189,1970-01-01,2099-12-31,NA
2177,2000030153,Manual Blood Pressure Systolic Left,Measurement,MIMIC-IV,Clinical Observation,NA,224167,1970-01-01,2099-12-31,NA
2178,2000030138,Cardiac Output (CO NICOM),Measurement,MIMIC-IV,Clinical Observation,NA,228369,1970-01-01,2099-12-31,NA
2179,2000030104,Intra Cranial Pressure,Measurement,MIMIC-IV,Clinical Observation,NA,220765,1970-01-01,2099-12-31,NA
2180,2000030078,Respiratory Rate (Set),Measurement,MIMIC-IV,Clinical Observation,NA,224688,1970-01-01,2099-12-31,NA
2181,2000030149,SVV (PiCCO),Measurement,MIMIC-IV,Clinical Observation,NA,228184,1970-01-01,2099-12-31,NA
2183,2000030069,HCO3 (serum),Measurement,MIMIC-IV,Clinical Observation,NA,227443,1970-01-01,2099-12-31,NA
2184,2000030129,CO (Arterial),Measurement,MIMIC-IV,Clinical Observation,NA,227543,1970-01-01,2099-12-31,NA
2185,2000030128,Cardiac Output (thermodilution),Measurement,MIMIC-IV,Clinical Observation,NA,220088,1970-01-01,2099-12-31,NA
2186,2000030151,ScvO2 (Presep),Measurement,MIMIC-IV,Clinical Observation,NA,227549,1970-01-01,2099-12-31,NA
2187,2000030169,FiO2_ApacheIV,Measurement,MIMIC-IV,Clinical Observation,NA,227010,1970-01-01,2099-12-31,NA
2188,2000030162,Orthostatic BPd standing,Measurement,MIMIC-IV,Clinical Observation,NA,226096,1970-01-01,2099-12-31,NA
2189,2000030097,ART BP Systolic,Measurement,MIMIC-IV,Clinical Observation,NA,225309,1970-01-01,2099-12-31,NA
2190,2000030061,ETT Size (ID),Measurement,MIMIC-IV,Clinical Observation,NA,223837,1970-01-01,2099-12-31,NA
2191,2000030051,Respiratory Rate (spontaneous),Measurement,MIMIC-IV,Clinical Observation,NA,224689,1970-01-01,2099-12-31,NA
2192,2000030081,Inspiratory Time,Measurement,MIMIC-IV,Clinical Observation,NA,224738,1970-01-01,2099-12-31,NA
2193,2000030015,GCS - Motor Response,Measurement,MIMIC-IV,Clinical Observation,NA,223901,1970-01-01,2099-12-31,NA
2194,2000030059,Respiratory Rate (Total),Measurement,MIMIC-IV,Clinical Observation,NA,224690,1970-01-01,2099-12-31,NA
2195,2000030158,Orthostatic BPs lying,Measurement,MIMIC-IV,Clinical Observation,NA,224645,1970-01-01,2099-12-31,NA
2196,2000030092,Temperature Celsius,Measurement,MIMIC-IV,Clinical Observation,NA,223762,1970-01-01,2099-12-31,NA
2197,2000030098,ART BP Diastolic,Measurement,MIMIC-IV,Clinical Observation,NA,225310,1970-01-01,2099-12-31,NA
2198,2000030123,Spont Vt,Measurement,MIMIC-IV,Clinical Observation,NA,224421,1970-01-01,2099-12-31,NA
2199,2000030055,Paw High,Measurement,MIMIC-IV,Clinical Observation,NA,223873,1970-01-01,2099-12-31,NA
2200,2000030099,Plateau Pressure,Measurement,MIMIC-IV,Clinical Observation,NA,224696,1970-01-01,2099-12-31,NA
2201,2000030148,SVRI (PiCCO),Measurement,MIMIC-IV,Clinical Observation,NA,228185,1970-01-01,2099-12-31,NA
2202,2000030001,Heart Rate,Measurement,MIMIC-IV,Clinical Observation,NA,220045,1970-01-01,2099-12-31,NA
2203,2000030093,Stool Color,Measurement,MIMIC-IV,Clinical Observation,NA,224794,1970-01-01,2099-12-31,NA
2204,2000030105,SvO2,Measurement,MIMIC-IV,Clinical Observation,NA,223772,1970-01-01,2099-12-31,NA
2205,2000030046,Respiratory Effort,Measurement,MIMIC-IV,Clinical Observation,NA,223990,1970-01-01,2099-12-31,NA
2206,2000030137,Stroke Volume Index (SVI NICOM),Measurement,MIMIC-IV,Clinical Observation,NA,228375,1970-01-01,2099-12-31,NA
2207,2000030049,Minute Volume,Measurement,MIMIC-IV,Clinical Observation,NA,224687,1970-01-01,2099-12-31,NA
2208,2000030037,Inspired O2 Fraction,Measurement,MIMIC-IV,Clinical Observation,NA,223835,1970-01-01,2099-12-31,NA
2209,2000030066,Hematocrit (serum),Measurement,MIMIC-IV,Clinical Observation,NA,220545,1970-01-01,2099-12-31,NA
2210,2000030141,PCWP,Measurement,MIMIC-IV,Clinical Observation,NA,223771,1970-01-01,2099-12-31,NA
2211,2000030005,Non Invasive Blood Pressure systolic,Measurement,MIMIC-IV,Clinical Observation,NA,220179,1970-01-01,2099-12-31,NA
2212,2000030056,Ventilator Type,Measurement,MIMIC-IV,Clinical Observation,NA,223848,1970-01-01,2099-12-31,NA
2213,2000030050,Mean Airway Pressure,Measurement,MIMIC-IV,Clinical Observation,NA,224697,1970-01-01,2099-12-31,NA
2214,2000030014,GCS - Verbal Response,Measurement,MIMIC-IV,Clinical Observation,NA,223900,1970-01-01,2099-12-31,NA
2215,2000030044,Central Venous Pressure,Measurement,MIMIC-IV,Clinical Observation,NA,220074,1970-01-01,2099-12-31,NA
2216,2000030163,Orthostatic HR lying,Measurement,MIMIC-IV,Clinical Observation,NA,223764,1970-01-01,2099-12-31,NA
2217,2000030083,PH (Arterial),Measurement,MIMIC-IV,Clinical Observation,NA,223830,1970-01-01,2099-12-31,NA
2218,2000030089,TCO2 (calc) Arterial,Measurement,MIMIC-IV,Clinical Observation,NA,225698,1970-01-01,2099-12-31,NA
2219,2000030040,Braden Activity,Measurement,MIMIC-IV,Clinical Observation,NA,224056,1970-01-01,2099-12-31,NA
2220,2000030159,Orthostatic HR sitting,Measurement,MIMIC-IV,Clinical Observation,NA,223765,1970-01-01,2099-12-31,NA
2221,2000030068,Creatinine (serum),Measurement,MIMIC-IV,Clinical Observation,NA,220615,1970-01-01,2099-12-31,NA
2222,2000030032,Urine Color,Measurement,MIMIC-IV,Clinical Observation,NA,224016,1970-01-01,2099-12-31,NA
2223,2000030167,ScvO2 Central Venous O2% Sat,Measurement,MIMIC-IV,Clinical Observation,NA,226541,1970-01-01,2099-12-31,NA
2224,2000030064,Chloride (serum),Measurement,MIMIC-IV,Clinical Observation,NA,220602,1970-01-01,2099-12-31,NA
2225,2000030038,Braden Sensory Perception,Measurement,MIMIC-IV,Clinical Observation,NA,224054,1970-01-01,2099-12-31,NA
2226,2000030073,Incision Closure #1,Measurement,MIMIC-IV,Clinical Observation,NA,224040,1970-01-01,2099-12-31,NA
2227,2000030152,Vital Cap,Measurement,MIMIC-IV,Clinical Observation,NA,224420,1970-01-01,2099-12-31,NA
2228,2000030101,Flow Rate (L/min),Measurement,MIMIC-IV,Clinical Observation,NA,224691,1970-01-01,2099-12-31,NA
2229,2000030154,Manual Blood Pressure Diastolic Left,Measurement,MIMIC-IV,Clinical Observation,NA,224643,1970-01-01,2099-12-31,NA
2230,2000001096,CD20|Blood|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51168,1970-01-01,2099-12-31,NA
2232,2000001167,Eosinophils|Other Body Fluid|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51419,1970-01-01,2099-12-31,NA
2234,2000001187,Eosinophils|Urine|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51474,1970-01-01,2099-12-31,NA
2235,2000001180,Monos|Pleural|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51450,1970-01-01,2099-12-31,NA
2236,2000001125,"Reticulocyte Count, Absolute|Blood|Hematology",Measurement,MIMIC-IV,Lab Test,NA,51282,1970-01-01,2099-12-31,NA
2237,2000001193,WBC Clumps|Urine|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51518,1970-01-01,2099-12-31,NA
2238,2000001140,CD56|Bone Marrow|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51328,1970-01-01,2099-12-31,NA
2239,2000001200,"Total Protein, CSF|Cerebrospinal Fluid|Chemistry",Measurement,MIMIC-IV,Lab Test,NA,51800,1970-01-01,2099-12-31,NA
2240,2000001230,"RBC, CSF|Cerebrospinal Fluid|Hematology",Measurement,MIMIC-IV,Lab Test,NA,52280,1970-01-01,2099-12-31,NA
2241,2000001046,Lipase|Blood|Chemistry,Measurement,MIMIC-IV,Lab Test,NA,50956,1970-01-01,2099-12-31,NA
2242,2000001246,"Albumin, Urine|Urine|Chemistry",Measurement,MIMIC-IV,Lab Test,NA,52698,1970-01-01,2099-12-31,NA
2245,2000001004,"Chloride, Whole Blood|Blood|Blood Gas",Measurement,MIMIC-IV,Lab Test,NA,50806,1970-01-01,2099-12-31,NA
2248,2000001204,Influenza B by PCR|Other Body Fluid|Chemistry,Measurement,MIMIC-IV,Lab Test,NA,51866,1970-01-01,2099-12-31,NA
2253,2000001036,Benzodiazepine Screen|Blood|Chemistry,Measurement,MIMIC-IV,Lab Test,NA,50880,1970-01-01,2099-12-31,NA
2254,2000001023,Ventilation Rate|Blood|Blood Gas,Measurement,MIMIC-IV,Lab Test,NA,50827,1970-01-01,2099-12-31,NA
2255,2000001209,Oxycodone|Urine|Chemistry,Measurement,MIMIC-IV,Lab Test,NA,51984,1970-01-01,2099-12-31,NA
2256,2000001120,"Lymphocytes, Percent|Blood|Hematology",Measurement,MIMIC-IV,Lab Test,NA,51245,1970-01-01,2099-12-31,NA
2258,2000001249,Absolute Lymphocyte Count|Blood|Hematology,Measurement,MIMIC-IV,Lab Test,NA,52764,1970-01-01,2099-12-31,NA
2261,2000001049,NTproBNP|Blood|Chemistry,Measurement,MIMIC-IV,Lab Test,NA,50963,1970-01-01,2099-12-31,NA
2263,2000001028,"Creatinine, Ascites|Ascites|Chemistry",Measurement,MIMIC-IV,Lab Test,NA,50841,1970-01-01,2099-12-31,NA
2264,2000001071,"Opiate Screen, Urine|Urine|Chemistry",Measurement,MIMIC-IV,Lab Test,NA,51092,1970-01-01,2099-12-31,NA
2265,2000001198,Hemoglobin|Blood|Chemistry,Measurement,MIMIC-IV,Lab Test,NA,51638,1970-01-01,2099-12-31,NA
2266,2000001070,"Methadone, Urine|Urine|Chemistry",Measurement,MIMIC-IV,Lab Test,NA,51090,1970-01-01,2099-12-31,NA
2267,2000001104,CD4/CD8 Ratio|Blood|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51181,1970-01-01,2099-12-31,NA
2268,2000001143,CD71|Bone Marrow|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51333,1970-01-01,2099-12-31,NA
2269,2000001012,Oxygen|Blood|Blood Gas,Measurement,MIMIC-IV,Lab Test,NA,50816,1970-01-01,2099-12-31,NA
2270,2000001008,Hemoglobin|Blood|Blood Gas,Measurement,MIMIC-IV,Lab Test,NA,50811,1970-01-01,2099-12-31,NA
2271,2000001148,Macrophage|Joint Fluid|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51376,1970-01-01,2099-12-31,NA
2272,2000001081,Monocytes|Ascites|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51120,1970-01-01,2099-12-31,NA
2274,2000001067,"Creatinine, Serum|Urine|Chemistry",Measurement,MIMIC-IV,Lab Test,NA,51081,1970-01-01,2099-12-31,NA
2275,2000001029,"Lactate Dehydrogenase, Ascites|Ascites|Chemistry",Measurement,MIMIC-IV,Lab Test,NA,50843,1970-01-01,2099-12-31,NA
2277,2000001075,Urine Creatinine|Urine|Chemistry,Measurement,MIMIC-IV,Lab Test,NA,51106,1970-01-01,2099-12-31,NA
2279,2000001210,Estimated GFR (MDRD equation)|Blood|Blood Gas,Measurement,MIMIC-IV,Lab Test,NA,52021,1970-01-01,2099-12-31,NA
2280,2000001177,Eosinophils|Pleural|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51444,1970-01-01,2099-12-31,NA
2281,2000001045,"Iron Binding Capacity, Total|Blood|Chemistry",Measurement,MIMIC-IV,Lab Test,NA,50953,1970-01-01,2099-12-31,NA
2282,2000001219,RBC Morphology|Blood|Hematology,Measurement,MIMIC-IV,Lab Test,NA,52166,1970-01-01,2099-12-31,NA
2283,2000001123,Red Blood Cell Fragments|Blood|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51278,1970-01-01,2099-12-31,NA
2284,2000001043,Hepatitis A Virus IgM Antibody|Blood|Chemistry,Measurement,MIMIC-IV,Lab Test,NA,50938,1970-01-01,2099-12-31,NA
2285,2000001240,"Chloride, Whole Blood|Blood|Blood Gas",Measurement,MIMIC-IV,Lab Test,NA,52429,1970-01-01,2099-12-31,NA
2287,2000001122,Myelocytes|Blood|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51255,1970-01-01,2099-12-31,NA
2288,2000001185,Blood|Urine|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51466,1970-01-01,2099-12-31,NA
2289,2000001017,pO2|Blood|Blood Gas,Measurement,MIMIC-IV,Lab Test,NA,50821,1970-01-01,2099-12-31,NA
2292,2000001027,"Amylase, Ascites|Ascites|Chemistry",Measurement,MIMIC-IV,Lab Test,NA,50836,1970-01-01,2099-12-31,NA
2293,2000001064,"Amphetamine Screen, Urine|Urine|Chemistry",Measurement,MIMIC-IV,Lab Test,NA,51071,1970-01-01,2099-12-31,NA
2294,2000001112,Collagen|Blood|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51195,1970-01-01,2099-12-31,NA
2296,2000001057,"Albumin, Pleural|Pleural|Chemistry",Measurement,MIMIC-IV,Lab Test,NA,51046,1970-01-01,2099-12-31,NA
2297,2000001154,Bands|Other Body Fluid|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51386,1970-01-01,2099-12-31,NA
2298,2000001130,WBC Count|Blood|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51300,1970-01-01,2099-12-31,NA
2300,2000001169,Macrophage|Other Body Fluid|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51428,1970-01-01,2099-12-31,NA
2303,2000001147,"Hematocrit, Joint Fluid|Joint Fluid|Hematology",Measurement,MIMIC-IV,Lab Test,NA,51369,1970-01-01,2099-12-31,NA
2304,2000001025,pH|Other Body Fluid|Blood Gas,Measurement,MIMIC-IV,Lab Test,NA,50831,1970-01-01,2099-12-31,NA
2305,2000001241,Lactate|Blood|Blood Gas,Measurement,MIMIC-IV,Lab Test,NA,52437,1970-01-01,2099-12-31,NA
2306,2000001195,Cytomegalovirus Viral Load|Blood|Chemistry,Measurement,MIMIC-IV,Lab Test,NA,51596,1970-01-01,2099-12-31,NA
2307,2000001194,Absolute Lymphocyte Count|Blood|Chemistry,Measurement,MIMIC-IV,Lab Test,NA,51536,1970-01-01,2099-12-31,NA
2309,2000001037,"Cholesterol, LDL, Measured|Blood|Chemistry",Measurement,MIMIC-IV,Lab Test,NA,50906,1970-01-01,2099-12-31,NA
2310,2000001011,O2 Flow|Blood|Blood Gas,Measurement,MIMIC-IV,Lab Test,NA,50815,1970-01-01,2099-12-31,NA
2312,2000001021,Temperature|Blood|Blood Gas,Measurement,MIMIC-IV,Lab Test,NA,50825,1970-01-01,2099-12-31,NA
2316,2000001085,"RBC, Ascites|Ascites|Hematology",Measurement,MIMIC-IV,Lab Test,NA,51127,1970-01-01,2099-12-31,NA
2318,2000001224,Macrophage|Cerebrospinal Fluid|Hematology,Measurement,MIMIC-IV,Lab Test,NA,52261,1970-01-01,2099-12-31,NA
2319,2000001247,"HCG, Urine, Qualitative|Urine|Chemistry",Measurement,MIMIC-IV,Lab Test,NA,52715,1970-01-01,2099-12-31,NA
2320,2000001065,"Benzodiazepine Screen, Urine|Urine|Chemistry",Measurement,MIMIC-IV,Lab Test,NA,51075,1970-01-01,2099-12-31,NA
2321,2000001242,"Potassium, Whole Blood|Blood|Blood Gas",Measurement,MIMIC-IV,Lab Test,NA,52447,1970-01-01,2099-12-31,NA
2322,2000001015,PEEP|Blood|Blood Gas,Measurement,MIMIC-IV,Lab Test,NA,50819,1970-01-01,2099-12-31,NA
2323,2000001203,Influenza A by PCR|Other Body Fluid|Chemistry,Measurement,MIMIC-IV,Lab Test,NA,51859,1970-01-01,2099-12-31,NA
2325,2000001216,"Total Nucleated Cells, Ascites|Ascites|Hematology",Measurement,MIMIC-IV,Lab Test,NA,52060,1970-01-01,2099-12-31,NA
2326,2000001014,pCO2|Blood|Blood Gas,Measurement,MIMIC-IV,Lab Test,NA,50818,1970-01-01,2099-12-31,NA
2327,2000001196,eAG|Blood|Chemistry,Measurement,MIMIC-IV,Lab Test,NA,51611,1970-01-01,2099-12-31,NA
2328,2000001217,Immature Granulocytes|Blood|Hematology,Measurement,MIMIC-IV,Lab Test,NA,52130,1970-01-01,2099-12-31,NA
2329,2000001220,RDW-SD|Blood|Hematology,Measurement,MIMIC-IV,Lab Test,NA,52167,1970-01-01,2099-12-31,NA
2330,2000001038,CK-MB Index|Blood|Chemistry,Measurement,MIMIC-IV,Lab Test,NA,50908,1970-01-01,2099-12-31,NA
2334,2000001101,CD3 %|Blood|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51174,1970-01-01,2099-12-31,NA
2335,2000001121,Metamyelocytes|Blood|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51251,1970-01-01,2099-12-31,NA
2336,2000001052,tacroFK|Blood|Chemistry,Measurement,MIMIC-IV,Lab Test,NA,50986,1970-01-01,2099-12-31,NA
2338,2000001184,"RBC, Pleural|Pleural|Hematology",Measurement,MIMIC-IV,Lab Test,NA,51457,1970-01-01,2099-12-31,NA
2339,2000001016,pH|Blood|Blood Gas,Measurement,MIMIC-IV,Lab Test,NA,50820,1970-01-01,2099-12-31,NA
2341,2000001001,Alveolar-arterial Gradient|Blood|Blood Gas,Measurement,MIMIC-IV,Lab Test,NA,50801,1970-01-01,2099-12-31,NA
2346,2000001007,"Hematocrit, Calculated|Blood|Blood Gas",Measurement,MIMIC-IV,Lab Test,NA,50810,1970-01-01,2099-12-31,NA
2348,2000001030,"Total Protein, Ascites|Ascites|Chemistry",Measurement,MIMIC-IV,Lab Test,NA,50849,1970-01-01,2099-12-31,NA
2349,2000001039,D-Dimer|Blood|Chemistry,Measurement,MIMIC-IV,Lab Test,NA,50915,1970-01-01,2099-12-31,NA
2350,2000001115,"Fibrinogen, Functional|Blood|Hematology",Measurement,MIMIC-IV,Lab Test,NA,51214,1970-01-01,2099-12-31,NA
2353,2000001058,"Cholesterol, Pleural|Pleural|Chemistry",Measurement,MIMIC-IV,Lab Test,NA,51051,1970-01-01,2099-12-31,NA
2355,2000001119,Inpatient Hematology/Oncology Smear|Blood|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51236,1970-01-01,2099-12-31,NA
2356,2000001175,Bands|Pleural|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51441,1970-01-01,2099-12-31,NA
2358,2000001003,Calculated Total CO2|Blood|Blood Gas,Measurement,MIMIC-IV,Lab Test,NA,50804,1970-01-01,2099-12-31,NA
2361,2000001150,Monocytes|Joint Fluid|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51379,1970-01-01,2099-12-31,NA
2362,2000001126,"Reticulocyte Count, Automated|Blood|Hematology",Measurement,MIMIC-IV,Lab Test,NA,51283,1970-01-01,2099-12-31,NA
2363,2000001024,Ventilator|Blood|Blood Gas,Measurement,MIMIC-IV,Lab Test,NA,50828,1970-01-01,2099-12-31,NA
2364,2000001006,Glucose|Blood|Blood Gas,Measurement,MIMIC-IV,Lab Test,NA,50809,1970-01-01,2099-12-31,NA
2370,2000001215,"Osmolality, Urine|Urine|Blood Gas",Measurement,MIMIC-IV,Lab Test,NA,52039,1970-01-01,2099-12-31,NA
2371,2000001068,"HCG, Urine, Qualitative|Urine|Chemistry",Measurement,MIMIC-IV,Lab Test,NA,51085,1970-01-01,2099-12-31,NA
2372,2000001192,Transitional Epithelial Cells|Urine|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51501,1970-01-01,2099-12-31,NA
2373,2000001153,"RBC, Joint Fluid|Joint Fluid|Hematology",Measurement,MIMIC-IV,Lab Test,NA,51383,1970-01-01,2099-12-31,NA
2376,2000001040,Estimated GFR (MDRD equation)|Blood|Chemistry,Measurement,MIMIC-IV,Lab Test,NA,50920,1970-01-01,2099-12-31,NA
2377,2000001197,Free Calcium|Blood|Chemistry,Measurement,MIMIC-IV,Lab Test,NA,51622,1970-01-01,2099-12-31,NA
2378,2000001005,Free Calcium|Blood|Blood Gas,Measurement,MIMIC-IV,Lab Test,NA,50808,1970-01-01,2099-12-31,NA
2380,2000001174,Other Cell|Other Body Fluid|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51434,1970-01-01,2099-12-31,NA
2381,2000001078,Eosinophils|Ascites|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51114,1970-01-01,2099-12-31,NA
2384,2000001137,CD34|Bone Marrow|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51321,1970-01-01,2099-12-31,NA
2387,2000001086,Absolute Lymphocyte Count|Blood|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51133,1970-01-01,2099-12-31,NA
2389,2000001213,pH|Fluid|Blood Gas,Measurement,MIMIC-IV,Lab Test,NA,52036,1970-01-01,2099-12-31,NA
2391,2000001022,Tidal Volume|Blood|Blood Gas,Measurement,MIMIC-IV,Lab Test,NA,50826,1970-01-01,2099-12-31,NA
2393,2000001041,Glucose|Blood|Chemistry,Measurement,MIMIC-IV,Lab Test,NA,50931,1970-01-01,2099-12-31,NA
2394,2000001111,CD71|Blood|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51193,1970-01-01,2099-12-31,NA
2395,2000001245,Glucose|Blood|Chemistry,Measurement,MIMIC-IV,Lab Test,NA,52564,1970-01-01,2099-12-31,NA
2396,2000001073,pH|Urine|Chemistry,Measurement,MIMIC-IV,Lab Test,NA,51094,1970-01-01,2099-12-31,NA
2398,2000001102,CD3 Absolute Count|Blood|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51175,1970-01-01,2099-12-31,NA
2399,2000001019,Required O2|Blood|Blood Gas,Measurement,MIMIC-IV,Lab Test,NA,50823,1970-01-01,2099-12-31,NA
2401,2000001072,"Osmolality, Urine|Urine|Chemistry",Measurement,MIMIC-IV,Lab Test,NA,51093,1970-01-01,2099-12-31,NA
2402,2000001134,CD20|Bone Marrow|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51315,1970-01-01,2099-12-31,NA
2405,2000001183,Other|Pleural|Hematology,Measurement,MIMIC-IV,Lab Test,NA,51453,1970-01-01,2099-12-31,NA
