id,concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
282474,3006135,Nucleated erythrocytes [#/volume] in Blood by Manual count,Measurement,LOINC,Lab Test,S,772-4,1970-01-01,2099-12-31,NA
282652,3027920,Ovalocytes [Presence] in Blood by Light microscopy,Measurement,LOINC,Lab Test,S,774-0,1970-01-01,2099-12-31,NA
283016,3024929,Platelets [#/volume] in Blood by Automated count,Measurement,LOINC,Lab Test,S,777-3,1970-01-01,2099-12-31,NA
283094,3004354,ceFAZolin [Susceptibility] by Disk diffusion (KB),Measurement,LOINC,Lab Test,S,77-8,1970-01-01,2099-12-31,NA
283106,3010834,Platelets [#/volume] in Blood by Manual count,Measurement,LOINC,Lab Test,S,778-1,1970-01-01,2099-12-31,NA
283195,3019416,Acanthocytes [Presence] in Blood by Light microscopy,Measurement,LOINC,Lab Test,S,7789-1,1970-01-01,2099-12-31,NA
283214,3005854,Burr cells [Presence] in Blood by Light microscopy,Measurement,LOINC,Lab Test,S,7790-9,1970-01-01,2099-12-31,NA
283223,3000456,Dacrocytes [Presence] in Blood by Light microscopy,Measurement,LOINC,Lab Test,S,7791-7,1970-01-01,2099-12-31,NA
283241,3002620,Howell-Jolly bodies [Presence] in Blood by Light microscopy,Measurement,LOINC,Lab Test,S,7793-3,1970-01-01,2099-12-31,NA
283268,3019761,Pappenheimer bodies [Presence] in Blood by Light microscopy,Measurement,LOINC,Lab Test,S,7795-8,1970-01-01,2099-12-31,NA
283303,3011368,Poikilocytosis [Presence] in Blood by Light microscopy,Measurement,LOINC,Lab Test,S,779-9,1970-01-01,2099-12-31,NA
283478,3024153,Promyelocytes [#/volume] in Blood by Manual count,Measurement,LOINC,Lab Test,S,781-5,1970-01-01,2099-12-31,NA
283899,3012030,MCH [Entitic mass] by Automated count,Measurement,LOINC,Lab Test,S,785-6,1970-01-01,2099-12-31,NA
283982,3009744,MCHC [Mass/volume] by Automated count,Measurement,LOINC,Lab Test,S,786-4,1970-01-01,2099-12-31,NA
284071,3023599,MCV [Entitic volume] by Automated count,Measurement,LOINC,Lab Test,S,787-2,1970-01-01,2099-12-31,NA
284160,3019897,Erythrocyte distribution width [Ratio] by Automated count,Measurement,LOINC,Lab Test,S,788-0,1970-01-01,2099-12-31,NA
284359,3020416,Erythrocytes [#/volume] in Blood by Automated count,Measurement,LOINC,Lab Test,S,789-8,1970-01-01,2099-12-31,NA
284536,3012986,Erythrocytes [#/volume] in Cerebral spinal fluid by Automated count,Measurement,LOINC,Lab Test,S,791-4,1970-01-01,2099-12-31,NA
285005,21491186,Endotracheal tube Diameter,Measurement,LOINC,Clinical Observation,S,79562-5,2016-06-24,2099-12-31,NA
285286,21490963,Right pupil Pupillary response,Measurement,LOINC,Clinical Observation,S,79815-7,2016-06-24,2099-12-31,NA
285379,21491763,Left pupil Pupillary response,Measurement,LOINC,Clinical Observation,S,79899-1,2016-06-24,2099-12-31,NA
285524,3019880,Schistocytes [Presence] in Blood by Light microscopy,Measurement,LOINC,Lab Test,S,800-3,1970-01-01,2099-12-31,NA
285791,21494965,Passing flatus,Measurement,LOINC,Clinical Observation,S,80270-2,2016-06-24,2099-12-31,NA
285792,21494966,Physical findings of Abdomen by Palpation,Measurement,LOINC,Clinical Observation,S,80271-0,2016-06-24,2099-12-31,NA
285813,3005481,Spherocytes [Presence] in Blood by Light microscopy,Measurement,LOINC,Lab Test,S,802-9,1970-01-01,2099-12-31,NA
285871,21492835,Respiratory effort,Observation,LOINC,Clinical Observation,S,80341-1,2016-06-24,2099-12-31,NA
285874,21492838,Skin integrity,Measurement,LOINC,Clinical Observation,S,80344-5,2016-06-24,2099-12-31,NA
285986,3003282,Leukocytes [#/volume] in Blood by Manual count,Measurement,LOINC,Lab Test,S,804-5,1970-01-01,2099-12-31,NA
286169,3004616,Nuclear Ab [Presence] in Serum,Measurement,LOINC,Lab Test,S,8061-4,1970-01-01,2099-12-31,NA
286617,3007449,CD3+CD8+ (T8 suppressor) cells/100 cells in Blood,Measurement,LOINC,Lab Test,S,8101-8,1970-01-01,2099-12-31,NA
286809,3022878,CD20 cells/100 cells in Blood,Measurement,LOINC,Lab Test,S,8119-0,1970-01-01,2099-12-31,NA
286846,3011412,CD3 cells [#/volume] in Blood,Measurement,LOINC,Lab Test,S,8122-4,1970-01-01,2099-12-31,NA
286855,3014037,CD3+CD4+ (T4 helper) cells/100 cells in Blood,Measurement,LOINC,Lab Test,S,8123-2,1970-01-01,2099-12-31,NA
286864,3022533,CD3 cells/100 cells in Blood,Measurement,LOINC,Lab Test,S,8124-0,1970-01-01,2099-12-31,NA
286882,3023256,CD34 cells/100 cells in Blood,Measurement,LOINC,Lab Test,S,8125-7,1970-01-01,2099-12-31,NA
286900,3000298,Deprecated CD4 cells [#/volume] in Blood,Measurement,LOINC,Lab Test,NA,8127-3,2015-03-10,2015-03-11,U
286910,3003381,Deprecated CD4 cells/100 cells in Blood,Measurement,LOINC,Lab Test,NA,8128-1,2011-03-15,2011-03-16,U
286965,3005460,CD56 cells/100 cells in Blood,Measurement,LOINC,Lab Test,S,8133-1,1970-01-01,2099-12-31,NA
287002,3002153,CD71 cells/100 cells in Blood,Measurement,LOINC,Lab Test,S,8136-4,1970-01-01,2099-12-31,NA
287011,3023654,Deprecated CD8 cells [#/volume] in Blood,Measurement,LOINC,Lab Test,NA,8137-2,2015-03-10,2015-03-11,U
287020,3036974,Deprecated CD8 cells/100 cells in Blood,Measurement,LOINC,Lab Test,NA,8138-0,2011-03-15,2011-03-16,U
288212,3007350,Amorphous sediment [Presence] in Urine sediment by Light microscopy,Measurement,LOINC,Lab Test,S,8246-1,1970-01-01,2099-12-31,NA
288231,3006175,Mucus [Presence] in Urine sediment by Light microscopy,Measurement,LOINC,Lab Test,S,8247-9,1970-01-01,2099-12-31,NA
288506,3009314,Cefepime [Susceptibility] by Disk diffusion (KB),Measurement,LOINC,Lab Test,S,8272-7,1970-01-01,2099-12-31,NA
288831,3036277,Body height,Measurement,LOINC,Clinical Observation,S,8302-2,1996-09-06,2099-12-31,NA
288922,3020891,Body temperature,Measurement,LOINC,Clinical Observation,S,8310-5,1996-09-06,2099-12-31,NA
289109,3024265,Body temperature measurement site,Observation,LOINC,Clinical Observation,S,8327-9,1970-01-01,2099-12-31,NA
289603,3017188,Pulmonary artery Diastolic blood pressure,Measurement,LOINC,Clinical Observation,S,8385-7,1996-09-06,2099-12-31,NA
289919,3028074,Pulmonary artery Mean blood pressure,Measurement,LOINC,Clinical Observation,S,8414-5,1996-09-06,2099-12-31,NA
290198,3005606,Pulmonary artery Systolic blood pressure,Measurement,LOINC,Clinical Observation,S,8440-0,1996-09-06,2099-12-31,NA
290354,3019962,Diastolic blood pressure--standing,Measurement,LOINC,Clinical Observation,S,8454-1,1996-09-06,2099-12-31,NA
290372,3013940,Diastolic blood pressure--supine,Measurement,LOINC,Clinical Observation,S,8455-8,1996-09-06,2099-12-31,NA
290428,3035856,Systolic blood pressure--standing,Measurement,LOINC,Clinical Observation,S,8460-8,1996-09-06,2099-12-31,NA
290437,3009395,Systolic blood pressure--supine,Measurement,LOINC,Clinical Observation,S,8461-6,1996-09-06,2099-12-31,NA
290446,3012888,Diastolic blood pressure,Measurement,LOINC,Clinical Observation,S,8462-4,1996-09-06,2099-12-31,NA
290617,3027598,Mean blood pressure,Measurement,LOINC,Clinical Observation,S,8478-0,1996-09-06,2099-12-31,NA
290633,3004249,Systolic blood pressure,Measurement,LOINC,Clinical Observation,S,8480-6,1996-09-06,2099-12-31,NA
292082,36203862,Color of Sputum,Measurement,LOINC,Lab Test,S,86243-3,2017-06-23,2099-12-31,NA
292096,3007794,P-R Interval,Measurement,LOINC,Clinical Observation,S,8625-6,1970-01-01,2099-12-31,NA
292179,3022022,QRS duration,Measurement,LOINC,Clinical Observation,S,8633-0,1996-09-06,2099-12-31,NA
292197,3025809,Q-T interval,Measurement,LOINC,Clinical Observation,S,8634-8,1996-09-06,2099-12-31,NA
292213,3026258,Q-T interval corrected,Measurement,LOINC,Clinical Observation,S,8636-3,1996-09-06,2099-12-31,NA
292222,3013078,R-R interval by EKG,Measurement,LOINC,Clinical Observation,S,8637-1,1970-01-01,2099-12-31,NA
292268,3026611,Left eye Pupil diameter Manual,Measurement,LOINC,Clinical Observation,S,8641-3,1996-09-06,2099-12-31,NA
292296,3010321,Right eye Pupil diameter Manual,Measurement,LOINC,Clinical Observation,S,8643-9,1996-09-06,2099-12-31,NA
293368,3005555,Left ventricular Cardiac output,Measurement,LOINC,Clinical Observation,S,8741-1,1970-01-01,2099-12-31,NA
294433,3008047,Systemic vascular Resistance index,Measurement,LOINC,Clinical Observation,S,8837-7,1996-09-06,2099-12-31,NA
294758,3027018,Heart rate,Measurement,LOINC,Clinical Observation,S,8867-4,1970-01-01,2099-12-31,NA
294950,3022318,Heart rate rhythm,Measurement,LOINC,Clinical Observation,S,8884-9,1970-01-01,2099-12-31,NA
296585,3009497,Type of GI tube,Measurement,LOINC,Clinical Observation,S,9033-2,1996-09-06,2099-12-31,NA
299180,3016335,Glasgow coma score eye opening,Measurement,LOINC,Clinical Observation,S,9267-6,1970-01-01,2099-12-31,NA
299189,3008223,Glasgow coma score motor,Measurement,LOINC,Clinical Observation,S,9268-4,1970-01-01,2099-12-31,NA
299208,3009094,Glasgow coma score verbal,Measurement,LOINC,Clinical Observation,S,9270-0,1970-01-01,2099-12-31,NA
299308,3024171,Respiratory rate,Measurement,LOINC,Clinical Observation,S,9279-1,1996-09-06,2099-12-31,NA
299590,3020481,Respiration rhythm,Measurement,LOINC,Clinical Observation,S,9304-7,1996-09-06,2099-12-31,NA
299790,3001318,Cholesterol.total/Cholesterol in HDL [Percentile],Measurement,LOINC,Lab Test,S,9322-9,1970-01-01,2099-12-31,NA
300509,3037490,Color of Stool,Measurement,LOINC,Lab Test,S,9397-1,1970-01-01,2099-12-31,NA
302915,3033364,Cholesterol [Mass/volume] in Pleural fluid,Measurement,LOINC,Lab Test,S,9618-0,1970-01-01,2099-12-31,NA
306327,3036176,Q wave depth in lead I,Measurement,LOINC,Clinical Observation,S,9928-3,1970-01-01,2099-12-31,NA
306355,3001472,Q wave depth in lead III,Measurement,LOINC,Clinical Observation,S,9930-9,1970-01-01,2099-12-31,NA
306438,3037087,Q wave duration in lead I,Measurement,LOINC,Clinical Observation,S,9940-8,1970-01-01,2099-12-31,NA
306456,3009543,Q wave duration in lead III,Measurement,LOINC,Clinical Observation,S,9942-4,1970-01-01,2099-12-31,NA
306566,3017331,QRS duration in lead I,Measurement,LOINC,Clinical Observation,S,9952-3,1970-01-01,2099-12-31,NA
306594,3004698,QRS duration in lead III,Measurement,LOINC,Clinical Observation,S,9954-9,1970-01-01,2099-12-31,NA
306701,3025807,QRS initial amplitude in lead I,Measurement,LOINC,Clinical Observation,S,9964-8,1970-01-01,2099-12-31,NA
306718,3026256,QRS initial amplitude in lead III,Measurement,LOINC,Clinical Observation,S,9966-3,1970-01-01,2099-12-31,NA
306827,3009858,QRS terminal amplitude in lead I,Measurement,LOINC,Clinical Observation,S,9976-2,1970-01-01,2099-12-31,NA
306856,3019351,QRS terminal amplitude in lead III,Measurement,LOINC,Clinical Observation,S,9978-8,1970-01-01,2099-12-31,NA
306966,3003739,R wave amplitude in lead I,Measurement,LOINC,Clinical Observation,S,9988-7,1970-01-01,2099-12-31,NA
306984,3022797,R wave amplitude in lead III,Measurement,LOINC,Clinical Observation,S,9990-3,1970-01-01,2099-12-31,NA
307672,45879799,Diabetes,Meas Value,LOINC,Answer,S,LA10529-8,1970-01-01,2099-12-31,NA
310938,45883718,Medicare,Meas Value,LOINC,Answer,S,LA15652-3,1970-01-01,2099-12-31,NA
311736,45884178,Sensitive,Meas Value,LOINC,Answer,S,LA16549-0,1970-01-01,2099-12-31,NA
311737,45881795,Intermediate,Meas Value,LOINC,Answer,S,LA16550-8,1970-01-01,2099-12-31,NA
312218,45883018,Atrial fibrillation,Meas Value,LOINC,Answer,S,LA17084-7,1970-01-01,2099-12-31,NA
312219,45883019,Atrial flutter,Meas Value,LOINC,Answer,S,LA17085-4,1970-01-01,2099-12-31,NA
312220,45884784,AV block-1st degree,Meas Value,LOINC,Answer,S,LA17086-2,1970-01-01,2099-12-31,NA
312224,45881038,Junctional,Meas Value,LOINC,Answer,S,LA17090-4,1970-01-01,2099-12-31,NA
312225,45883893,Left bundle branch block,Meas Value,LOINC,Answer,S,LA17091-2,1970-01-01,2099-12-31,NA
312230,45884787,Sinus arrhythmia,Meas Value,LOINC,Answer,S,LA17097-9,1970-01-01,2099-12-31,NA
312231,21499419,Sinus bradycardia,Meas Value,LOINC,Answer,S,LA17098-7,1970-01-01,2099-12-31,NA
312232,45879290,Sinus tachycardia,Meas Value,LOINC,Answer,S,LA17099-5,1970-01-01,2099-12-31,NA
312233,45883894,Supraventricular tachycardia,Meas Value,LOINC,Answer,S,LA17100-1,1970-01-01,2099-12-31,NA
312678,45877096,Sinus rhythm,Meas Value,LOINC,Answer,S,LA17718-0,1970-01-01,2099-12-31,NA
312788,45885112,Medicaid,Meas Value,LOINC,Answer,S,LA17849-3,1970-01-01,2099-12-31,NA
315396,21498751,Information not available,Meas Value,LOINC,Answer,S,LA21297-9,1970-01-01,2099-12-31,NA
325102,45881671,Never married,Meas Value,LOINC,Answer,S,LA47-6,1970-01-01,2099-12-31,NA
325103,45876756,Married,Meas Value,LOINC,Answer,S,LA48-4,1970-01-01,2099-12-31,NA
325104,45883711,Widowed,Meas Value,LOINC,Answer,S,LA49-2,1970-01-01,2099-12-31,NA
325105,45883375,Divorced,Meas Value,LOINC,Answer,S,LA51-8,1970-01-01,2099-12-31,NA
325176,45879751,Chemotherapy,Meas Value,LOINC,Answer,S,LA6172-6,1970-01-01,2099-12-31,NA
325592,45878594,Resistant,Meas Value,LOINC,Answer,S,LA6676-6,1970-01-01,2099-12-31,NA
325955,45882230,Seizure,Meas Value,LOINC,Answer,S,LA7472-9,1970-01-01,2099-12-31,NA
473456,40225159,oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray,Drug,RxNorm,Clinical Drug,S,1000990,2010-09-05,2099-12-31,NA
473736,40225028,"influenza virus vaccine, inactivated A-Victoria-210-2009 X-187 (H3N2) (A-Perth-16-2009) strain",Drug,RxNorm,Ingredient,S,1005931,2010-09-05,2099-12-31,NA
473860,40224127,"0.5 ML influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.03 MG/ML / influenza B virus vaccine B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza virus vaccine, inactivated A-Victoria-210-2009 X-187 (H3N2) (A-Perth-16-2009) strain 0.03 MG/ML Pre...",Drug,RxNorm,Quant Branded Drug,S,1006309,2010-09-05,2099-12-31,NA
476581,40227012,lidocaine hydrochloride 10 MG/ML Injectable Solution,Drug,RxNorm,Clinical Drug,S,1010033,2010-10-03,2099-12-31,NA
476583,40227019,lidocaine hydrochloride 10 MG/ML Injectable Solution [Xylocaine],Drug,RxNorm,Branded Drug,S,1010035,2010-10-03,2099-12-31,NA
476701,40227049,lidocaine hydrochloride 20 MG/ML Injectable Solution,Drug,RxNorm,Clinical Drug,S,1010671,2010-10-03,2099-12-31,NA
476749,40227057,lidocaine hydrochloride 20 MG/ML Mucous Membrane Topical Solution,Drug,RxNorm,Clinical Drug,S,1010739,2010-10-03,2099-12-31,NA
476835,40227117,lidocaine hydrochloride 5 MG/ML Injectable Solution,Drug,RxNorm,Clinical Drug,S,1010900,2010-10-03,2099-12-31,NA
477096,40226999,lidocaine 0.05 MG/MG Medicated Patch [Lidoderm],Drug,RxNorm,Branded Drug,S,1011705,2010-10-03,2099-12-31,NA
477197,40226969,lidocaine hydrochloride 0.02 MG/MG Topical Gel,Drug,RxNorm,Clinical Drug,S,1011852,2010-10-03,2099-12-31,NA
477293,40225811,5 ML lidocaine hydrochloride 20 MG/ML Prefilled Syringe,Drug,RxNorm,Quant Clinical Drug,S,1012068,2010-10-03,2099-12-31,NA
478365,40228087,triamcinolone acetonide 1 MG/ML Topical Cream,Drug,RxNorm,Clinical Drug,S,1014314,2010-10-31,2099-12-31,NA
478600,40228214,cetirizine hydrochloride 10 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,1014678,2010-10-31,2099-12-31,NA
478697,836208,succinylcholine,Drug,RxNorm,Ingredient,S,10154,1970-01-01,2099-12-31,NA
478698,1036228,sucralfate,Drug,RxNorm,Ingredient,S,10156,1970-01-01,2099-12-31,NA
478700,1836241,sulbactam,Drug,RxNorm,Ingredient,S,10167,1970-01-01,2099-12-31,NA
478711,1836430,sulfamethoxazole,Drug,RxNorm,Ingredient,S,10180,1970-01-01,2099-12-31,NA
479451,1436678,tamoxifen,Drug,RxNorm,Ingredient,S,10324,1970-01-01,2099-12-31,NA
479749,40228152,dabigatran etexilate,Drug,RxNorm,Ingredient,S,1037042,2010-10-31,2099-12-31,NA
479756,40228158,dabigatran etexilate 150 MG Oral Capsule [Pradaxa],Drug,RxNorm,Branded Drug,S,1037049,2010-10-31,2099-12-31,NA
480064,1636780,testosterone,Drug,RxNorm,Ingredient,S,10379,1970-01-01,2099-12-31,NA
481065,40231639,"sennosides, USP 1.76 MG/ML Oral Solution [Senokot]",Drug,RxNorm,Branded Drug,S,1039963,2010-12-05,2099-12-31,NA
481159,1037005,dronabinol,Drug,RxNorm,Ingredient,S,10402,1970-01-01,2099-12-31,NA
481276,40229093,100 ML acetaminophen 10 MG/ML Injection [Ofirmev],Drug,RxNorm,Quant Branded Drug,S,1041530,2010-12-05,2099-12-31,NA
481397,19003514,2 ML digoxin 0.25 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,104208,1970-01-01,2099-12-31,NA
482633,19137312,thiamine,Drug,RxNorm,Ingredient,S,10454,1970-01-01,2099-12-31,NA
483423,40231144,hyoscyamine sulfate 0.125 MG Sublingual Tablet,Drug,RxNorm,Clinical Drug,S,1046982,2010-12-05,2099-12-31,NA
483993,19005965,ondansetron 4 MG Disintegrating Oral Tablet,Drug,RxNorm,Clinical Drug,S,104894,1970-01-01,2099-12-31,NA
484117,40232228,pseudoephedrine hydrochloride 30 MG Oral Tablet [Sudogest],Drug,RxNorm,Branded Drug,S,1049162,2011-01-02,2099-12-31,NA
484159,40231925,acetaminophen 325 MG / oxycodone hydrochloride 5 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,1049221,2011-01-02,2099-12-31,NA
484309,40231805,Abuse-Deterrent 12 HR oxycodone hydrochloride 10 MG Extended Release Oral Tablet [Oxycontin],Drug,RxNorm,Branded Drug,S,1049504,2011-01-02,2099-12-31,NA
484367,40231811,Abuse-Deterrent 12 HR oxycodone hydrochloride 20 MG Extended Release Oral Tablet [Oxycontin],Drug,RxNorm,Branded Drug,S,1049565,2011-01-02,2099-12-31,NA
484386,40231944,acetaminophen 65 MG/ML / oxycodone hydrochloride 1 MG/ML Oral Solution [Roxicet],Drug,RxNorm,Branded Drug,S,1049582,2011-01-02,2099-12-31,NA
484390,40231815,Abuse-Deterrent 12 HR oxycodone hydrochloride 40 MG Extended Release Oral Tablet [Oxycontin],Drug,RxNorm,Branded Drug,S,1049586,2011-01-02,2099-12-31,NA
484410,40232700,oxycodone hydrochloride 1 MG/ML Oral Solution,Drug,RxNorm,Clinical Drug,S,1049604,2011-01-02,2099-12-31,NA
484412,40232701,oxycodone hydrochloride 1 MG/ML Oral Solution [Roxicodone],Drug,RxNorm,Branded Drug,S,1049606,2011-01-02,2099-12-31,NA
484418,40232717,oxycodone hydrochloride 15 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,1049611,2011-01-02,2099-12-31,NA
484429,40232756,oxycodone hydrochloride 5 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,1049621,2011-01-02,2099-12-31,NA
484442,40232454,diphenhydramine hydrochloride 50 MG/ML Injectable Solution,Drug,RxNorm,Clinical Drug,S,1049633,2011-01-02,2099-12-31,NA
484580,40232435,diphenhydramine hydrochloride 2.5 MG/ML Oral Solution,Drug,RxNorm,Clinical Drug,S,1049906,2011-01-02,2099-12-31,NA
484583,40232444,diphenhydramine hydrochloride 25 MG Oral Capsule,Drug,RxNorm,Clinical Drug,S,1049909,2011-01-02,2099-12-31,NA
484971,19000537,threonine,Drug,RxNorm,Ingredient,S,10524,1970-01-01,2099-12-31,NA
485195,40234365,magnesium citrate 58.2 MG/ML Oral Solution,Drug,RxNorm,Clinical Drug,S,1052760,2011-02-06,2099-12-31,NA
485202,1300673,thrombin,Drug,RxNorm,Ingredient,S,10528,1970-01-01,2099-12-31,NA
485708,40234727,nystatin 100000 UNT/ML / triamcinolone acetonide 1 MG/ML Topical Cream,Drug,RxNorm,Clinical Drug,S,1053753,2011-02-06,2099-12-31,NA
485754,19006967,hydrocortisone 100 MG Injection [Solu-Cortef],Drug,RxNorm,Branded Drug,S,105398,1970-01-01,2099-12-31,NA
485937,1301125,epoetin alfa,Drug,RxNorm,Ingredient,S,105694,1970-01-01,2099-12-31,NA
485946,1501309,thyroid (USP),Drug,RxNorm,Ingredient,S,10572,1970-01-01,2099-12-31,NA
485994,1501700,levothyroxine,Drug,RxNorm,Ingredient,S,10582,1970-01-01,2099-12-31,NA
486144,902427,timolol,Drug,RxNorm,Ingredient,S,10600,1970-01-01,2099-12-31,NA
486225,902616,calamine,Drug,RxNorm,Ingredient,S,106212,1970-01-01,2099-12-31,NA
486253,902722,tobramycin,Drug,RxNorm,Ingredient,S,10627,1970-01-01,2099-12-31,NA
486285,19008723,mupirocin 0.02 MG/MG Topical Ointment,Drug,RxNorm,Clinical Drug,S,106346,1970-01-01,2099-12-31,NA
486479,1103314,tramadol,Drug,RxNorm,Ingredient,S,10689,1970-01-01,2099-12-31,NA
486481,19009384,"insulin isophane, human 70 UNT/ML / insulin, regular, human 30 UNT/ML Injectable Suspension [Humulin]",Drug,RxNorm,Branded Drug,S,106892,1970-01-01,2099-12-31,NA
486632,703547,trazodone,Drug,RxNorm,Ingredient,S,10737,1970-01-01,2099-12-31,NA
486663,903963,triamcinolone,Drug,RxNorm,Ingredient,S,10759,1970-01-01,2099-12-31,NA
486788,1705674,trimethoprim,Drug,RxNorm,Ingredient,S,10829,1970-01-01,2099-12-31,NA
486900,19010291,tacrolimus 5 MG Oral Capsule [Prograf],Drug,RxNorm,Branded Drug,S,108514,1970-01-01,2099-12-31,NA
486947,40233964,triamcinolone acetonide 0.001 MG/MG Topical Ointment,Drug,RxNorm,Clinical Drug,S,1085636,2011-02-06,2099-12-31,NA
486955,40233993,triamcinolone acetonide 0.25 MG/ML Topical Cream,Drug,RxNorm,Clinical Drug,S,1085644,2011-02-06,2099-12-31,NA
487935,19010403,mupirocin 0.02 MG/MG Nasal Ointment [Bactroban],Drug,RxNorm,Branded Drug,S,108758,1970-01-01,2099-12-31,NA
487957,40233393,ascorbic acid 100 MG / biotin 0.15 MG / calcium pantothenate 5 MG / folic acid 1 MG / niacin 20 MG / pyridoxine 10 MG / riboflavin 1.7 MG / thiamine mononitrate 1.5 MG / vitamin B12 0.006 MG Oral Capsule [Nephrocaps],Drug,RxNorm,Branded Drug,S,1087623,2011-02-06,2099-12-31,NA
488721,19006186,tryptophan,Drug,RxNorm,Ingredient,S,10898,1970-01-01,2099-12-31,NA
489280,19006410,arginine,Drug,RxNorm,Ingredient,S,1091,1970-01-01,2099-12-31,NA
489561,40236481,methylphenidate hydrochloride 5 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,1091497,2011-03-06,2099-12-31,NA
489562,40236482,methylphenidate hydrochloride 5 MG Oral Tablet [Methylin],Drug,RxNorm,Branded Drug,S,1091498,2011-03-06,2099-12-31,NA
490097,40236824,phenazopyridine hydrochloride 100 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,1094107,2011-04-03,2099-12-31,NA
490548,40237887,psyllium 3500 MG Powder for Oral Suspension [Konsyl],Drug,RxNorm,Branded Drug,S,1095547,2011-05-01,2099-12-31,NA
490628,19006692,tyrosine,Drug,RxNorm,Ingredient,S,10962,1970-01-01,2099-12-31,NA
491164,40238221,docusate sodium 100 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,1099279,2011-05-01,2099-12-31,NA
491228,40237527,24 HR divalproex sodium 250 MG Extended Release Oral Tablet,Drug,RxNorm,Quant Clinical Drug,S,1099563,2011-05-01,2099-12-31,NA
491234,40237529,24 HR divalproex sodium 500 MG Extended Release Oral Tablet,Drug,RxNorm,Quant Clinical Drug,S,1099569,2011-05-01,2099-12-31,NA
491260,40238238,divalproex sodium 125 MG Delayed Release Oral Capsule,Drug,RxNorm,Clinical Drug,S,1099596,2011-05-01,2099-12-31,NA
491327,40238009,valproic acid 250 MG Oral Capsule [Depakene],Drug,RxNorm,Branded Drug,S,1099683,2011-05-01,2099-12-31,NA
491330,40238017,valproic acid 50 MG/ML Oral Solution,Drug,RxNorm,Clinical Drug,S,1099687,2011-05-01,2099-12-31,NA
491459,40238254,divalproex sodium 500 MG Delayed Release Oral Tablet,Drug,RxNorm,Clinical Drug,S,1099870,2011-05-01,2099-12-31,NA
491995,40239305,phenol 14 MG/ML Mucosal Spray [Chloraseptic Spray],Drug,RxNorm,Branded Drug,S,1101849,2011-06-05,2099-12-31,NA
492486,19007572,valine,Drug,RxNorm,Ingredient,S,11115,1970-01-01,2099-12-31,NA
492661,1707687,vancomycin,Drug,RxNorm,Ingredient,S,11124,1970-01-01,2099-12-31,NA
493172,40241331,rivaroxaban,Drug,RxNorm,Ingredient,S,1114195,2011-07-31,2099-12-31,NA
493179,40241334,rivaroxaban 10 MG Oral Tablet [Xarelto],Drug,RxNorm,Branded Drug,S,1114202,2011-07-31,2099-12-31,NA
493434,1507835,vasopressin (USP),Drug,RxNorm,Ingredient,S,11149,1970-01-01,2099-12-31,NA
493465,40240688,docusate sodium 100 MG Oral Capsule,Drug,RxNorm,Clinical Drug,S,1115005,2011-07-31,2099-12-31,NA
493484,40240992,levothyroxine sodium 0.1 MG Injection,Drug,RxNorm,Clinical Drug,S,1115267,2011-07-31,2099-12-31,NA
494119,40241186,ticagrelor,Drug,RxNorm,Ingredient,S,1116632,2011-07-31,2099-12-31,NA
494126,40241189,ticagrelor 90 MG Oral Tablet [Brilinta],Drug,RxNorm,Branded Drug,S,1116639,2011-07-31,2099-12-31,NA
494132,40240355,"0.5 ML influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.03 MG/ML / influenza B virus vaccine B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza virus vaccine, inactivated A-Victoria-210-2009 X-187 (H3N2) (A-Perth-16-2009) strain 0.03 MG/ML Pre...",Drug,RxNorm,Quant Branded Drug,S,1116693,2011-07-31,2099-12-31,NA
494212,1307863,verapamil,Drug,RxNorm,Ingredient,S,11170,1970-01-01,2099-12-31,NA
494494,19008339,vitamin A,Drug,RxNorm,Ingredient,S,11246,1970-01-01,2099-12-31,NA
494495,1308738,vitamin B12,Drug,RxNorm,Ingredient,S,11248,1970-01-01,2099-12-31,NA
494518,19009540,vitamin E,Drug,RxNorm,Ingredient,S,11256,1970-01-01,2099-12-31,NA
494522,1310149,warfarin,Drug,RxNorm,Ingredient,S,11289,1970-01-01,2099-12-31,NA
494524,19010309,water,Drug,RxNorm,Ingredient,S,11295,1970-01-01,2099-12-31,NA
494553,19011035,lactate,Drug,RxNorm,Ingredient,S,114202,1970-01-01,2099-12-31,NA
494559,911064,zinc oxide,Drug,RxNorm,Ingredient,S,11423,1970-01-01,2099-12-31,NA
494620,711584,levetiracetam,Drug,RxNorm,Ingredient,S,114477,1970-01-01,2099-12-31,NA
494891,1511646,pamidronate,Drug,RxNorm,Ingredient,S,11473,1970-01-01,2099-12-31,NA
